uni,affil_id,affiliation
university of california los angeles,130324620,ucla forensic psychiatry fellowship
university of california los angeles,122178753,ucla geography department
university of california los angeles,124930001,ucla gsm
university of california los angeles,60032655,ucla health
university of california los angeles,114386023,ucla health
university of california los angeles,120544673,ucla health
university of california los angeles,131475180,ucla health
university of california los angeles,132301512,ucla health
university of california los angeles,132383081,ucla health
university of california los angeles,132564905,ucla health cirm alpha clinic
university of california los angeles,112366099,ucla health ethics center
university of california los angeles,130359750,ucla hip hop initiative
university of california los angeles,126791455,ucla institute for technology
university of california los angeles,117619675,ucla institute of transportation studies
university of california los angeles,124276629,ucla interdepartmental program for neuroscience
university of california los angeles,132560319,ucla johnson comprehensive cancer center
university of california los angeles,60277579,ucla joint institute for regional earth system science and engineering
university of california los angeles,133135246,ucla jonsson comprehensive cancer
university of california los angeles,113089832,ucla latin american center
university of california los angeles,122220930,ucla law
university of california los angeles,128726517,ucla law promise institute for human rights
university of california los angeles,127409429,ucla lewis center housing initiative
university of california los angeles,105496660,ucla library
university of california los angeles,130324594,ucla lowell milken center for music of american jewish experience
university of california los angeles,60138296,ucla mattel children's hospital
university of california los angeles,125681665,ucla medical & imaging informatics (mii)
university of california los angeles,125711743,ucla metabolomics center
university of california los angeles,119601979,ucla microbiome center
university of california los angeles,128867742,ucla mindful awareness research centre
university of california los angeles,126157240,ucla molecular
university of california los angeles,131471346,ucla molecular cellular and integrative physiology interdepartmental program
university of california los angeles,114543100,ucla national center for child traumatic stress
university of california los angeles,101827399,ucla neuro-oncology program
university of california los angeles,127376506,ucla neuropsychiatrie institute and hospital
university of california los angeles,132580279,ucla neuropsychological services
university of california los angeles,131501422,ucla orthopedics
university of california los angeles,105497100,ucla program in preventive cardiology
university of california los angeles,131735464,ucla promise armenian institute
university of california los angeles,60153950,ucla samueli school of engineering
university of california los angeles,60026999,ucla santa monica medical center
university of california los angeles,60023227,ucla school of dentistry
university of california los angeles,132791156,ucla school of engineering
university of california los angeles,131046293,ucla schools of medicine and public health
university of california los angeles,130007990,ucla simulation center
university of california los angeles,130069368,ucla sleep disorders center
university of california los angeles,60020418,ucla stein eye institute
university of california los angeles,131089789,ucla steve tisch brainsport program
university of california los angeles,132232120,ucla vascular neurology residency program
university of california los angeles,129516943,ucla vatche and tamar manoukian division of digestive diseases
university of california los angeles,133281567,ucla vine street clinic crs
university of california los angeles,132503617,ucla westlake village
university of california los angeles,105865691,ucla's burkle center for international relations
university of california los angeles,130308019,ucla's institute of the environment and sustainability
university of california los angeles,122644327,ucla's school of public health in community health sciences
university of california los angeles,128800008,ucla-caltech medical scientist training program
university of california los angeles,132906863,ucla-cdu center for aids research (cfar)
university of california los angeles,60138295,ucla-doe institute for genomics and proteomics
university of california los angeles,127223154,ucla-drc health research and training program
university of california los angeles,128179964,ucla-drc health research and training program
university of california los angeles,128510088,ucla-drc health research and training program
university of california los angeles,123057239,ucla-drc research program
university of california los angeles,124379498,ucla-duke university national center for child traumatic stress
university of california los angeles,113966730,ucla-kern medical
university of california los angeles,123822431,ucla-olive view
university of california los angeles,129687540,ucla-va veteran family wellbeing center
university of california los angeles,126381769,uclan
university of california los angeles,131690033,ucla’s center for the advancement of teaching
university of california los angeles,125447416,ucla’s david geffen school of medicine
university of california los angeles,130389794,ucla’s department of design media arts
university of california los angeles,131661591,ucla’s department of world arts and cultures
university of california los angeles,123318070,ucla’s graduate school of education and information studies (gseis)
university of california los angeles,130454651,ucla’s institute for immigration
university of california los angeles,125946346,ucla’s luskin school of public affairs
university of california los angeles,128252518,ucla’s native nations law and policy center
university of california los angeles,130454374,ucla’s school of education
university of california los angeles,129966484,ucla’s school of education and information studies (ed&is)
university of california los angeles,129662747,university of california los angeles-democratic
university of california los angeles,60027550,university of california los angeles
university of california los angeles,126148431,urban schooling division of ucla’s graduate school of education & information studies
university of california los angeles,60102435,zhejiang-california international nanosystems institute
university of california san diego,60121514,21st century china center
university of california san diego,60121662,aiiso yufeng li family department of chemical and nano engineering
university of california san diego,60121596,altman clinical and translational research institute
university of california san diego,60121641,biocircuits institute
university of california san diego,60121669,calibaja center for resilient materials & systems
university of california san diego,106792646,california san diego u. of
university of california san diego,60121582,cecil h. and ida m. green institute of geophysics and planetary physics
university of california san diego,60121557,center for academic research and training in anthropogeny
university of california san diego,60121643,center for advanced nanoscience
university of california san diego,60121648,center for astrophysics & space sciences
university of california san diego,60121504,center for circadian biology
university of california san diego,60121583,center for climate change impacts and adaptation
university of california san diego,60121515,center for commerce and diplomacy
university of california san diego,60121532,center for comparative immigration studies
university of california san diego,60121638,center for computational mathematics
university of california san diego,60121565,center for discovery and innovation in parasitic diseases
university of california san diego,60121556,center for drug discovery innovation
university of california san diego,60121657,center for energy research
university of california san diego,60121667,center for engineered natural intelligence
university of california san diego,60121595,center for healthy aging
university of california san diego,60121538,center for human development
university of california san diego,60121541,center for iberian and latin american studies
university of california san diego,60121560,center for investigations of health and education disparities
university of california san diego,60121585,center for marine biodiversity and conservation
university of california san diego,60121584,center for marine biotechnology and biomedicine
university of california san diego,60121562,center for medicinal cannabis research
university of california san diego,60121659,center for memory and recording research
university of california san diego,60121672,center for microbiome innovation
university of california san diego,60121665,center for nano-immunoengineering
university of california san diego,60121542,center for research in language
university of california san diego,60121545,center for research on educational equity assessment & teaching excellence
university of california san diego,60121564,center for translational imaging and precision medicine
university of california san diego,60121517,center for u.s.-mexican studies
university of california san diego,60121574,center for western weather and water extremes
university of california san diego,60281107,center for wireless communications
university of california san diego,60121529,center on global justice
university of california san diego,60002582,child and adolescent services research center
university of california san diego,60121577,climate atmospheric science and physical oceanography
university of california san diego,60121651,contextual robotics institute
university of california san diego,60179288,cu-ucsd center for mucosal immunology allergy and vaccines
university of california san diego,60121590,department of anesthesiology
university of california san diego,60121668,department of bioengineering
university of california san diego,60121503,department of cell and developmental biology
university of california san diego,60121563,department of cellular & molecular medicine
university of california san diego,60121644,department of chemistry & biochemistry
university of california san diego,60121539,department of cognitive science
university of california san diego,60121543,department of communication
university of california san diego,60121653,department of computer science and engineering
university of california san diego,60121597,department of dermatology
university of california san diego,60121511,department of ecology behavior & evolution
university of california san diego,60121526,department of economics
university of california san diego,60121524,department of education studies
university of california san diego,60121599,department of emergency medicine
university of california san diego,60121598,department of family medicine
university of california san diego,60121527,department of linguistics
university of california san diego,60121645,department of mathematics
university of california san diego,60121660,department of mechanical and aerospace engineering
university of california san diego,60121547,department of medicine
university of california san diego,60121508,department of molecular biology
university of california san diego,60121502,department of neurobiology
university of california san diego,60121548,department of neurosciences
university of california san diego,60121549,department of obstetrics gynecology & reproductive sciences
university of california san diego,60121550,department of orthopaedic surgery
university of california san diego,60121551,department of pathology
university of california san diego,60121552,department of pediatrics
university of california san diego,60121554,department of pharmacology
university of california san diego,60121639,department of physics
university of california san diego,60121528,department of political science
university of california san diego,60121686,department of psychiatry
university of california san diego,60121612,department of psychology
university of california san diego,60121555,department of radiation medicine and applied sciences
university of california san diego,60121592,department of radiology
university of california san diego,60121530,department of sociology
university of california san diego,60121661,department of structural engineering
university of california san diego,60121559,department of surgery
university of california san diego,60121607,department of urban studies and planning
university of california san diego,60121558,department of urology
university of california san diego,60121655,electrical and computer engineering department
university of california san diego,60121510,food & fuel for the 21st century
university of california san diego,60121581,geological data center
university of california san diego,60121578,geosciences research division
university of california san diego,60121682,glycobiology research & training center
university of california san diego,130651796,ibm-ucsd artificial intelligence for healthy living center
university of california san diego,60121666,information theory and applications center
university of california san diego,60121681,institute for genomic medicine
university of california san diego,113061768,institute for genomics medicineuniversity of california san diego
university of california san diego,60281121,institute for materials discovery and design
university of california san diego,60121608,institute for neural computation
university of california san diego,60121486,institute for practical ethics
university of california san diego,60121656,institute for the global entrepreneur
university of california san diego,60121664,institute of engineering in medicine
university of california san diego,60121575,integrative oceanography division
university of california san diego,60121576,marine biology research division
university of california san diego,60121579,marine physical laboratory
university of california san diego,60086300,moores cancer center
university of california san diego,60003262,nevada cancer institute
university of california san diego,60121509,qualcomm institute
university of california san diego,131245694,qualcomm institute (ucsd's branch of the california institute for telecommunication and information technology)
university of california san diego,60116256,rady school of management
university of california san diego,60121507,san diego center for systems biology
university of california san diego,60025135,san diego supercomputer center
university of california san diego,60121501,school of biological sciences
university of california san diego,60121512,school of global policy and strategy
university of california san diego,60121533,school of social sciences
university of california san diego,60121610,scripps center for marine archaeology
university of california san diego,60023018,scripps institution of oceanography
university of california san diego,60001708,shiley eye institute
university of california san diego,60121593,simulation training center
university of california san diego,60121568,skaggs school of pharmacy & pharmaceutical sciences
university of california san diego,60121658,sustainable power and energy center
university of california san diego,130351269,tata institute for genetics and society-ucsd
university of california san diego,60121647,the arthur c. clarke center for human imagination
university of california san diego,60121488,the beyster institute
university of california san diego,60121506,the center for neural circuits and behavior
university of california san diego,60121505,the kavli institute for brain and mind
university of california san diego,60121531,the laboratory of comparative human cognition
university of california san diego,60121534,the u.s. immigration policy center
university of california san diego,60121540,the yankelovich center for social science research
university of california san diego,60002974,thornton pavilion
university of california san diego,60121609,uc san diego department of anthropology
university of california san diego,60110665,uc san diego health
university of california san diego,60121684,uc san diego health sciences
university of california san diego,60121663,uc san diego jacobs school of engineering
university of california san diego,60014754,uc san diego school of medicine
university of california san diego,60121480,uc san diego's department of music
university of california san diego,131333824,ucsd actri building
university of california san diego,131355768,ucsd actri dissemination and implementation science center
university of california san diego,131355231,ucsd actri dissemination and implementation science center and an alumna of the implementation research institute
university of california san diego,132228479,ucsd and veterans administration medical center
university of california san diego,133407222,ucsd bariatric and metabolic institute
university of california san diego,60121611,ucsd department of theatre and dance
university of california san diego,131458443,ucsd division of rheumatology allergy and immunology
university of california san diego,133317688,ucsd global health institute
university of california san diego,130351228,ucsd health
university of california san diego,132773693,ucsd health science and va san diego healthcare
university of california san diego,60018246,ucsd medical center-hillcrest
university of california san diego,131752256,ucsd school of global policy and strategy
university of california san diego,130741946,ucsdh
university of california san diego,131471383,ucsdh
university of california san diego,131355735,university of california at sail diego
university of california san diego,130351326,university of california san diegoclinical and translational fungal
university of california san diego,130351207,university of california sandiego
university of california san diego,60030612,university of california san diego
university of california san diego,108301883,university of california san diego and the va san diego healthcare system
university of california san francisco,133250435,17ucsf helen diller family comprehensive cancer center
university of california san francisco,130149463,a ucsf affiliate
university of california san francisco,132469037,a ucsf health clinic
university of california san francisco,106662827,california university of san francisco
university of california san francisco,132539043,center of community engagement (cce) at ucsf
university of california san francisco,60280125,department of bioengineering and therapeutic sciences
university of california san francisco,115021545,epithelial section of the ucsf eli and edythe broad
university of california san francisco,60076081,ernest gallo clinic and research center
university of california san francisco,60226504,innovative genomics institute
university of california san francisco,128933937,kemri-ucsf
university of california san francisco,122396734,uc berkeley- ucsf joint medical program
university of california san francisco,120506295,uc berkeley-ucsf graduate program in bioengineering
university of california san francisco,121915282,uc berkeley-ucsf graduate program in bioengineering
university of california san francisco,115303982,ucb/ucsf graduate program in bioengineering
university of california san francisco,124526927,ucsf anesthesia residency program and associate chair for anesthesia education
university of california san francisco,130764498,ucsf benioff children's hospital
university of california san francisco,132401673,ucsf benioff children's hospital
university of california san francisco,60008261,ucsf benioff children's hospital oakland
university of california san francisco,127186527,ucsf benioff children's hospitals
university of california san francisco,60033399,ucsf benioff children‘s hospital
university of california san francisco,128571662,ucsf benioff children’s hospitals
university of california san francisco,125151559,ucsf benioff homelessness and housing initiative
university of california san francisco,123669553,ucsf benioff initiative for prostate cancer research
university of california san francisco,130981678,ucsf bioethics
university of california san francisco,122170865,ucsf breast science advocacy core
university of california san francisco,127163703,ucsf california preterm birth initiative
university of california san francisco,112993221,ucsf carol franc buck breast care center
university of california san francisco,60014751,ucsf center for aids prevention studies
university of california san francisco,100507451,ucsf center for health and community
university of california san francisco,128427286,ucsf center for health equity in surgery and anesthesia
university of california san francisco,115757263,ucsf center for healthcare value
university of california san francisco,108150877,ucsf center for reproductive health
university of california san francisco,108378769,ucsf center for translational and policy research on personalized medicine (transpers)
university of california san francisco,129427591,ucsf center for tuberculosis
university of california san francisco,109038228,ucsf center for vulnerable populations
university of california san francisco,128478240,ucsf center for vulnerable populations
university of california san francisco,130679801,ucsf centre for evidence synthesis & implementation: a joanna briggs institute centre of excellence
university of california san francisco,121082562,ucsf centre for evidence synthesis and implementation
university of california san francisco,123720454,ucsf centre for evidence synthesis and implementation
university of california san francisco,122686048,ucsf child & adolescent headache program
university of california san francisco,128910849,ucsf child and adolescent gender center
university of california san francisco,127999989,ucsf colabss
university of california san francisco,114447757,ucsf cornea service
university of california san francisco,131558657,ucsf curry international tuberculosis center
university of california san francisco,108231034,ucsf department of biochemistry and biophysics
university of california san francisco,106759935,ucsf department of community health systems
university of california san francisco,112366084,ucsf department of dermatology
university of california san francisco,131205711,ucsf department of diagnostic radiology
university of california san francisco,112911866,ucsf department of epidemiology and biostatistics
university of california san francisco,100872908,ucsf department of family & community medicine
university of california san francisco,122396565,ucsf department of family and community medicine
university of california san francisco,130456726,ucsf department of general internal medicine
university of california san francisco,120209486,ucsf department of medicine
university of california san francisco,100466299,ucsf department of neurology
university of california san francisco,112587492,ucsf department of neurology
university of california san francisco,101720022,ucsf department of neurosurgery
university of california san francisco,121483038,ucsf department of obstetrics
university of california san francisco,112893503,ucsf department of ophthalmology
university of california san francisco,107782516,ucsf department of orthopaedic surgery
university of california san francisco,125070505,ucsf department of orthopaedic surgery
university of california san francisco,127864573,ucsf department of orthopaedic surgery
university of california san francisco,100509924,ucsf department of otolaryngology- head and neck surgery (ohns)
university of california san francisco,109550046,ucsf department of psychiatry
university of california san francisco,122365219,ucsf department of psychiatry & langley porter psychiatric institute
university of california san francisco,110685063,ucsf department of radiology & biomedical imaging
university of california san francisco,120199443,ucsf dermatologic surgery and laser center
university of california san francisco,100645001,ucsf diabetes center
university of california san francisco,107076970,ucsf division of general internal medicine
university of california san francisco,106772435,ucsf division of hospital medicine
university of california san francisco,60028203,ucsf division of prevention science
university of california san francisco,108160093,ucsf epilepsy center
university of california san francisco,113034490,ucsf fresno
university of california san francisco,115201907,ucsf fresno department of emergency medicine
university of california san francisco,121444225,ucsf fresno department of emergency medicine
university of california san francisco,116327311,ucsf global health group
university of california san francisco,105557420,ucsf global health sciences
university of california san francisco,113076005,ucsf health
university of california san francisco,126485748,ucsf health
university of california san francisco,122914379,ucsf helen diller comprehensive cancer center
university of california san francisco,126007132,ucsf helen diller family
university of california san francisco,60029881,ucsf helen diller family comprehensive cancer center
university of california san francisco,129395208,ucsf helendiller
university of california san francisco,101546881,ucsf hospital
university of california san francisco,126068968,ucsf kane lab
university of california san francisco,60030839,ucsf langley porter psychiatric hospital and clinics
university of california san francisco,112658322,ucsf liver center
university of california san francisco,60017805,ucsf medical center
university of california san francisco,128300079,ucsf medical center
university of california san francisco,60033283,ucsf medical center at mount zion
university of california san francisco,60006491,ucsf medical center at parnassus
university of california san francisco,106998987,ucsf medical scientist training program
university of california san francisco,133171725,ucsf memory and aging center
university of california san francisco,133198848,ucsf memory and aging centre - university of california
university of california san francisco,101035720,ucsf mri
university of california san francisco,125422843,ucsf ms epic study group
university of california san francisco,60074643,ucsf multiple sclerosis center
university of california san francisco,101184229,ucsf neurosurgery
university of california san francisco,118206625,ucsf office of continuing medical education
university of california san francisco,133103499,ucsf office of population health
university of california san francisco,131501472,ucsf orthopedics
university of california san francisco,101086624,ucsf osher center for integrative medicine
university of california san francisco,108117682,ucsf osher center for integrative medicine
university of california san francisco,112369309,ucsf pediatric hematology-oncology
university of california san francisco,133082025,ucsf pulmonary rehabilitation/sleep
university of california san francisco,101696146,ucsf san francisco
university of california san francisco,60031970,ucsf school of medicine
university of california san francisco,125443132,ucsf school of nursing
university of california san francisco,60280126,ucsf school of pharmacy
university of california san francisco,128052601,ucsf spine center
university of california san francisco,101136549,ucsf sports medicine
university of california san francisco,120409187,ucsf weill institute for neurosciences
university of california san francisco,108160918,ucsf women's hiv program
university of california san francisco,130535526,ucsf | department of social & behavioral sciences
university of california san francisco,108330811,ucsf | department of urology
university of california san francisco,132184448,ucsf –vntp research collaboration unit
university of california san francisco,123688676,ucsf's institute for health and aging
university of california san francisco,105672503,ucsf-fresno
university of california san francisco,128243672,ucsf-hair analytical laboratory
university of california san francisco,112897233,ucsf-natividad family medicine residency
university of california san francisco,122554357,ucsf/uc berkeley ergonomics research & graduate training program
university of california san francisco,122193185,ucsf/uc berkeley joint graduate group in bioengineering
university of california san francisco,114520326,ucsf/uc hastings consortium on law
university of california san francisco,100768894,ucsf/ucb joint graduate group in bioengineering
university of california san francisco,123678060,ucsf/zsgh
university of california san francisco,125938308,university of california san francisco global programs for research and training
university of california san francisco,101263798,university of california san francisco–fresno
university of california san francisco,129305127,university of california san francusco (ucsf) school of parmacy
university of california san francisco,60023691,university of california san francisco
university of california san francisco,122808698,university of californias an francisco (ucsf)
university of california san francisco,112948363,uz-ucsf collaborative research programme
university of california san francisco,122225346,vietnam national tuberculosis program/university of california san francisco research collaboration
university of florida,60138923,center for particulate and surfactant systems
university of florida,60154289,college of liberal arts and sciences
university of florida,60026237,florida medical entomological laboratory
university of florida,60027033,florida museum of natural history
university of florida,60075538,gulf coast research and education center
university of florida,60154244,herbert wertheim college of engineering
university of florida,60001462,herbert wertheim uf scripps institute for biomedical innovation & technology
university of florida,60012284,national high magnetic field laboratory
university of florida,60004181,north florida research and education center
university of florida,60030502,range cattle research and education center
university of florida,60017574,tropical research & education center
university of florida,60024013,uf college of veterinary medicine
university of florida,60122771,uf health
university of florida,60006298,uf health cancer center
university of florida,60019530,uf health jacksonville
university of florida,60122770,uf health shands cancer hospital
university of florida,60122772,uf health shands children’s hospital
university of florida,60024153,uf health shands hospital
university of florida,60122659,uf small animal hospital
university of florida,60013959,university of florida
university of florida,60008420,university of florida college of dentistry
university of florida,60007567,university of florida college of medicine
university of florida,60019838,university of florida college of nursing
university of florida,128391076,university of florida college of nursing
university of florida,127577998,university of florida health jacksonville school of medicine
university of florida,60007929,university of florida health science center jacksonville
university of florida,60010177,university of florida institute of food and agricultural sciences
university of florida,126299434,university of florida's appui à la recherche et au développement agricole project
university of florida,128258416,university of floridau
university of florida,119096081,usa department of animal sciencesuniversity of florida
university of florida,60122769,warrington college of business
university of florida,60154389,william r. maples center for forensic medicine
university of michigan,130434529,18university of michigan rogel cancer center
university of michigan,128105016,19university of michigan rogel cancer center
university of michigan,131082044,29university of michigan rogel cancer center
university of michigan,60019230,a. alfred taubman health care center
university of michigan,60008966,c.s. mott children's hospital
university of michigan,132757751,conservation department at the university of michigan’s kelsey museum of archaeology
university of michigan,60155338,department of biomedical engineering
university of michigan,60009933,international max planck research school on the life course
university of michigan,131100365,mathematica & university of michigan
university of michigan,60018937,medsport
university of michigan,60155336,michigan engineering
university of michigan,60007200,michigan medicine
university of michigan,126639215,michigan medicineuniversity of michigan
university of michigan,60009861,michigan neuroscience institute
university of michigan,132757706,ncam-university of michigan
university of michigan,60027017,stephen m. ross school of business
university of michigan,128486096,taubman health sciences library university of michigan
university of michigan,133331453,technical university of michigan
university of michigan,132065108,the university of michigan adolescent health initiative
university of michigan,60028497,the university of michigan program in biology
university of michigan,115972852,university of michigan
university of michigan,120779720,university of michigan
university of michigan,128202185,university of michigan
university of michigan,130193227,university of michigan
university of michigan,132929822,university of michigan
university of michigan,133428083,university of michigan
university of michigan,126950877,university of michigan (jpwb)
university of michigan,128427064,university of michigan based
university of michigan,125171426,university of michigan center for drug repurposing
university of michigan,128111867,university of michigan center on assets
university of michigan,120773880,university of michigan depart. of pediatrics
university of michigan,126239920,university of michigan department of epidemiology
university of michigan,131877525,university of michigan department of psychology
university of michigan,128036823,university of michigan department of statistics
university of michigan,126441705,university of michigan department of urban and regional planning
university of michigan,120777892,university of michigan depression center
university of michigan,130043637,university of michigan division of pulmonary & critical care medicine
university of michigan,125868404,university of michigan eecs
university of michigan,131350579,university of michigan graduate school
university of michigan,132879112,university of michigan health system-university hospital
university of michigan,60012328,university of michigan health-west
university of michigan,60013871,university of michigan hospital
university of michigan,130324017,university of michigan industrial & operations engineering
university of michigan,130953081,university of michigan institute for firearm injury prevention
university of michigan,129548756,university of michigan institute for firearm prevention
university of michigan,60008535,university of michigan kidney epidemiology and cost center
university of michigan,60112769,university of michigan law school
university of michigan,120771018,university of michigan library
university of michigan,60033182,university of michigan medical school
university of michigan,130329546,university of michigan museum of anthropological archaeology (ummaa)
university of michigan,131203959,university of michigan of surgery and director of international center for automotive medicine (icam)
university of michigan,130813077,university of michigan parkinson's foundation research center of excellence
university of michigan,60013060,university of michigan rogel cancer center
university of michigan,60019369,university of michigan school of dentistry
university of michigan,60032546,university of michigan school of nursing
university of michigan,60016660,university of michigan school of public health
university of michigan,127415201,university of michigan sleep disorders center
university of michigan,133170929,university of michigan society
university of michigan,60023614,university of michigan transportation research institute
university of michigan,60022590,university of michigan w.k. kellogg eye center
university of michigan,130675654,university of michigan's
university of michigan,131422790,university of michigan's kelsey museum of archaeology
university of michigan,118838797,university of michigan's population studies center
university of michigan,60025778,university of michigan ann arbor
university of michigan,129825378,university of michigan ann arbor
university of michigan,133239456,university of michigan ann arbor
university of michigan,110026872,university of michiganm
university of michigan,130930130,university of michigan–michigan medicine
university of michigan,124588532,university of michigan–school of dentistry
university of michigan,124242677,university of michigan’s
university of michigan,127642833,university of michigan’s (um)
university of michigan,132840846,university of michigan’s marsal family school of education
university of michigan,130517672,university of michigan’s school of public health
university of minnesota,129437094,7university of minnesota
university of minnesota,60286724,biotechnology institute
university of minnesota,60123802,carlson school of management
university of minnesota,60015427,college of pharmacy
university of minnesota,60152345,college of science and engineering
university of minnesota,60015787,college of veterinary medicine
university of minnesota,60152358,department of bioproducts and biosystems engineering
university of minnesota,60028932,health sciences at the university of minnesota
university of minnesota,128157962,insight university of minnesota coordinating center
university of minnesota,60022372,masonic cancer center
university of minnesota,114913407,mhealth fairview university of minnesota medical center
university of minnesota,60031617,minnesota geological survey
university of minnesota,60076954,minnesota landscape arboretum
university of minnesota,60000204,minnesota obesity center
university of minnesota,120257659,regents of the university of minnesota
university of minnesota,121301546,regents of the university of minnesota
university of minnesota,60076825,regional injury prevention research center
university of minnesota,60030576,school of dentistry
university of minnesota,60005693,school of nursing
university of minnesota,60013223,school of public health
university of minnesota,124462080,summit orthopedics/university of minnesota department of orthopedic surgery
university of minnesota,60007191,the hormel institute
university of minnesota,132580598,the university of minnesota's department of pediatrics
university of minnesota,132581151,the university of minnesota's medical school
university of minnesota,129086381,the university of minnesota’s center for infectious disease research and policy (cidrap)
university of minnesota,130607012,the university of minnesota’s southwest research and outreach center
university of minnesota,124394781,university of minnesota
university of minnesota,124450844,university of minnesota
university of minnesota,126204364,university of minnesota
university of minnesota,130428418,university of minnesota
university of minnesota,125122541,university of minnesota and masonic cancer center
university of minnesota,126476706,university of minnesota center for immunology
university of minnesota,131500662,university of minnesota center for interprofessional health
university of minnesota,133204908,university of minnesota center for multiparametric imaging of tumor immune microenvironments
university of minnesota,60009168,university of minnesota children's hospital
university of minnesota,123840127,university of minnesota college of continuing and professional studies
university of minnesota,126357513,university of minnesota college of design
university of minnesota,129110585,university of minnesota college of food
university of minnesota,106015426,university of minnesota college of pharmacy
university of minnesota,124194303,university of minnesota college of pharmacy
university of minnesota,129018879,university of minnesota college of pharmacy pharmacy.umn.edu
university of minnesota,60015026,university of minnesota crookston
university of minnesota,100873105,university of minnesota department of medicine
university of minnesota,128469024,university of minnesota department of ophthalmology and visual neurosciences
university of minnesota,126208411,university of minnesota department of otolaryngology-head and neck surgery
university of minnesota,119442123,university of minnesota department of soil
university of minnesota,120266513,university of minnesota extension center for community vitality
university of minnesota,133259115,university of minnesota faculty
university of minnesota,117086987,university of minnesota health
university of minnesota,126240479,university of minnesota health sciences libraries
university of minnesota,60020255,university of minnesota law school
university of minnesota,132781641,university of minnesota law school
university of minnesota,100386828,university of minnesota libraries in the twin cities
university of minnesota,129485723,university of minnesota m health affiliated hospitals and clinics.
university of minnesota,115307337,university of minnesota masonic children's hospital
university of minnesota,119242229,university of minnesota medical
university of minnesota,60005989,university of minnesota medical center fairview
university of minnesota,60008772,university of minnesota medical school
university of minnesota,128231243,university of minnesota methodist hospital family medicine residency program
university of minnesota,131526107,university of minnesota microbiota therapeutics program
university of minnesota,126845023,university of minnesota north memorial family medicine residency program
university of minnesota,112852009,university of minnesota northwest research and outreach center
university of minnesota,122800056,university of minnesota pediatric residency
university of minnesota,126626142,university of minnesota physical sciences in oncology center
university of minnesota,60090965,university of minnesota physicians
university of minnesota,125230920,university of minnesota program
university of minnesota,113437466,university of minnesota school of law
university of minnesota,128858089,university of minnesota school of nursing global health scholar
university of minnesota,116083632,university of minnesota school of social work
university of minnesota,100681524,university of minnesota southern research and outreach center
university of minnesota,125967632,university of minnesota system
university of minnesota,60029445,university of minnesota twin cities
university of minnesota,125759259,university of minnesota veterinary diagnostic lab
university of minnesota,123400729,university of minnesota west metro equine practice
university of minnesota,106619536,university of minnesota's
university of minnesota,124654537,university of minnesota's division of health services research and policy
university of minnesota,100831187,university of minnesota's school of public health
university of minnesota,126245351,university of minnesotaa
university of minnesota,112981335,university of minnesotaanticipatory futures group
university of minnesota,123974342,university of minnesotas-twin cities
university of minnesota,128997815,university of minnesota’s macarthur program
university of pennsylvania,60107840,botswana-upenn partnership
university of pennsylvania,122918964,botswana–university of pennsylvania partnership
university of pennsylvania,60156402,center for targeted therapeutics and translational nanomedicine
university of pennsylvania,60122464,cheyney university of pennsylvania
university of pennsylvania,60271725,complex assemblies of soft matter
university of pennsylvania,108234125,from penn internal medicine university city
university of pennsylvania,60138417,hospital of the university of pennsylvania
university of pennsylvania,60278649,hospital of the university of pennsylvania - pavilion
university of pennsylvania,60073168,linguistic data consortium
university of pennsylvania,60138421,new bolton center
university of pennsylvania,102057473,penn cardiac care at radnor
university of pennsylvania,114876010,penn care at home
university of pennsylvania,113039818,penn center for cancer care innovation
university of pennsylvania,131458212,penn center for health incentives and behavioral economics (chibe)
university of pennsylvania,124527071,penn center for learning analytics
university of pennsylvania,121836213,penn center for perioperative outcomes research and transformation
university of pennsylvania,106715564,penn dental medicine
university of pennsylvania,126641925,penn department of medicine clinical trials unit
university of pennsylvania,131329059,penn e&r
university of pennsylvania,106067728,penn engineering
university of pennsylvania,114577272,penn frontotemporal degeneration center
university of pennsylvania,130540841,penn graduate school of education
university of pennsylvania,107453136,penn health system
university of pennsylvania,116980359,penn image computing and science laboratory
university of pennsylvania,125632965,penn institute for rehabilitation medicine
university of pennsylvania,112696641,penn libraries
university of pennsylvania,128037203,penn lifespan informatics and neuroimaging center
university of pennsylvania,112702028,penn lung center
university of pennsylvania,60023009,penn medicine
university of pennsylvania,123735230,penn medicine
university of pennsylvania,132475148,penn medicine
university of pennsylvania,123323512,penn medicine internal medicine
university of pennsylvania,60274225,penn medicine lancaster general health
university of pennsylvania,120203450,penn medicine princeton medical center
university of pennsylvania,131691667,penn medicine-becker ent & allergy
university of pennsylvania,130000837,penn medicine’s division of general internal medicine
university of pennsylvania,125719197,penn musculoskeletal center
university of pennsylvania,106172312,penn museum
university of pennsylvania,124509079,penn museum
university of pennsylvania,115413707,penn museum of archaeology and anthropology
university of pennsylvania,107149117,penn nursing
university of pennsylvania,60138419,penn presbyterian medical center
university of pennsylvania,113187823,penn radnor
university of pennsylvania,130571409,penn statistics in imaging and visualization center
university of pennsylvania,127591224,penn therapy & fitness university city
university of pennsylvania,131479354,penn therapy and fitness
university of pennsylvania,129474808,penn transplant institute
university of pennsylvania,132717032,penn wharton budget model
university of pennsylvania,60138418,pennsylvania hospital
university of pennsylvania,114817694,perelman center for advanced medicine
university of pennsylvania,130217444,primary care and penn specialty practices
university of pennsylvania,126230053,regional physician practices of penn medicine
university of pennsylvania,60138420,ryan veterinary hospital
